Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 POPCEN)","POPULATION
(2015 POPCEN)",
071206024,Magsija,Bgy,,,,R, 611 ,
071206025,Maslog,Bgy,,,,R, 524 ,
071206026,Sagasa,Bgy,,,,R, 613 ,
071206027,Sal-ing,Bgy,,,,R, 672 ,
071206028,San Isidro,Bgy,,,,R, 455 ,
071206029,San Roque,Bgy,,,,R, 546 ,
071206030,Santo Niño,Bgy,,,,R, 532 ,
071206031,Tagustusan,Bgy,,,,R, 713 ,
071207000,Batuan,Mun,,,5th,," 12,767 ",
071207001,Aloja,Bgy,,,,R, 424 ,
071207002,Cabacnitan,Bgy,,,,R, 701 ,
071207003,Cambacay,Bgy,,,,R, 673 ,
071207004,Cantigdas,Bgy,,,,R, 786 ,
071207005,Garcia,Bgy,,,,R, 476 ,
071207006,Janlud,Bgy,,,,R, 780 ,
071207008,Poblacion Norte,Bgy,,,,R," 1,988 ",
071207009,Poblacion Sur,Bgy,,,,R," 1,313 ",
071207010,Poblacion Vieja,Bgy,Longsudaan,,,R, 899 ,
071207011,Quezon,Bgy,,,,R, 609 ,
071207012,Quirino,Bgy,,,,R, 480 ,
071207013,Rizal,Bgy,,,,R," 1,295 ",
071207014,Rosariohan,Bgy,,,,R, 929 ,
071207016,Behind The Clouds,Bgy,San Jose,,,R, 234 ,
071207017,Santa Cruz,Bgy,,,,R," 1,180 ",
071208000,Bilar,Mun,,,4th,," 17,590 ",
071208001,Bonifacio,Bgy,,,,R, 260 ,
071208002,Bugang Norte,Bgy,,,,R, 632 ,
071208003,Bugang Sur,Bgy,,,,R, 918 ,
071208004,Cabacnitan,Bgy,Magsaysay,,,R, 775 ,
071208005,Cambigsi,Bgy,,,,R, 618 ,
071208006,Campagao,Bgy,,,,R," 1,339 ",
071208007,Cansumbol,Bgy,,,,R," 1,189 ",
071208008,Dagohoy,Bgy,,,,R, 764 ,
071208009,Owac,Bgy,,,,R, 973 ,
071208010,Poblacion,Bgy,,,,R," 1,588 ",
071208011,Quezon,Bgy,,,,R, 618 ,
071208012,Riverside,Bgy,,,,R," 1,012 ",
071208013,Rizal,Bgy,,,,R, 425 ,
071208014,Roxas,Bgy,,,,R," 1,159 ",
071208015,Subayon,Bgy,,,,R," 1,303 ",
071208016,Villa Aurora,Bgy,,,,R, 737 ,
071208017,Villa Suerte,Bgy,,,,R, 232 ,
071208018,Yanaya,Bgy,,,,R," 1,288 ",
071208019,Zamora,Bgy,,,,R," 1,760 ",
071209000,Buenavista,Mun,,,4th,," 27,261 ",
071209001,Anonang,Bgy,,,,R, 280 ,
071209002,Asinan,Bgy,,,,R, 733 ,
071209003,Bago,Bgy,,,,R, 557 ,
071209004,Baluarte,Bgy,,,,R, 376 ,
071209005,Bantuan,Bgy,,,,R, 632 ,
071209006,Bato,Bgy,,,,R, 664 ,
071209007,Bonotbonot,Bgy,,,,R, 779 ,
071209008,Bugaong,Bgy,,,,R, 449 ,
071209011,Cambuhat,Bgy,,,,R," 1,125 ",
071209012,Cambus-oc,Bgy,,,,R, 718 ,
071209013,Cangawa,Bgy,,,,R," 1,160 ",
071209014,Cantomugcad,Bgy,,,,R, 293 ,
071209015,Cantores,Bgy,,,,R, 624 ,
071209016,Cantuba,Bgy,,,,R, 993 ,
071209017,Catigbian,Bgy,,,,R, 688 ,
071209018,Cawag,Bgy,,,,R, 623 ,
071209019,Cruz,Bgy,,,,R, 893 ,
071209020,Dait,Bgy,,,,R, 981 ,
071209021,Eastern Cabul-an,Bgy,,,,R," 2,100 ",
071209022,Hunan,Bgy,,,,R, 816 ,
071209025,Lapacan Norte,Bgy,,,,R, 388 ,
071209026,Lapacan Sur,Bgy,,,,R, 530 ,
071209028,Lubang,Bgy,,,,R," 1,044 ",
071209029,Lusong,Bgy,Plateau,,,R, 794 ,
071209030,Magkaya,Bgy,,,,R, 701 ,
071209031,Merryland,Bgy,,,,R, 262 ,
071209032,Nueva Granada,Bgy,,,,R, 694 ,
071209033,Nueva Montana,Bgy,,,,R, 653 ,
071209034,Overland,Bgy,,,,R, 894 ,
071209035,Panghagban,Bgy,,,,R," 1,077 ",
071209036,Poblacion,Bgy,,,,R, 923 ,
071209037,Puting Bato,Bgy,,,,R, 540 ,
071209038,Rufo Hill,Bgy,,,,R, 786 ,
071209039,Sweetland,Bgy,,,,R, 725 ,
071209040,Western Cabul-an,Bgy,,,,R," 1,766 ",
071210000,Calape,Mun,,,3rd,," 30,863 ",
071210001,Abucayan Norte,Bgy,,,,R," 1,402 ",
071210002,Abucayan Sur,Bgy,,,,R, 912 ,
071210003,Banlasan,Bgy,,,,R, 736 ,
071210004,Bentig,Bgy,,,,R," 1,949 ",
071210005,Binogawan,Bgy,,,,R, 428 ,
071210006,Bonbon,Bgy,,,,R," 1,296 ",
071210007,Cabayugan,Bgy,,,,R, 920 ,
071210008,Cabudburan,Bgy,,,,R, 507 ,
071210009,Calunasan,Bgy,,,,R, 718 ,
071210010,Camias,Bgy,,,,R, 468 ,
071210011,Canguha,Bgy,,,,R, 300 ,
071210012,Catmonan,Bgy,,,,R," 1,354 ",
071210013,Desamparados (Pob.),Bgy,,,,R, 786 ,
071210014,Kahayag,Bgy,,,,R, 530 ,
071210015,Kinabag-an,Bgy,,,,R, 639 ,
071210016,Labuon,Bgy,,,,R, 542 ,
071210017,Lawis,Bgy,,,,R, 635 ,
071210018,Liboron,Bgy,,,,U," 1,453 ",
071210019,Lo-oc,Bgy,,,,R, 458 ,
071210020,Lomboy,Bgy,,,,R, 488 ,
071210021,Lucob,Bgy,,,,R," 1,431 ",
071210022,Madangog,Bgy,,,,R, 724 ,
071210023,Magtongtong,Bgy,,,,R, 639 ,
071210024,Mandaug,Bgy,,,,R," 1,358 ",
071210025,Mantatao,Bgy,,,,R, 849 ,
071210027,Sampoangon,Bgy,,,,R, 407 ,
071210028,San Isidro,Bgy,,,,R," 2,195 ",
071210029,Santa Cruz (Pob.),Bgy,,,,R," 2,590 ",
071210030,Sojoton,Bgy,,,,R, 491 ,
071210031,Talisay,Bgy,,,,R, 470 ,
071210032,Tinibgan,Bgy,,,,R, 685 ,
071210033,Tultugan,Bgy,,,,R, 900 ,
071210034,Ulbujan,Bgy,,,,R," 1,603 ",
071211000,Candijay,Mun,,,4th,," 29,475 ",
071211001,Abihilan,Bgy,,,,R," 1,603 ",
071211002,Anoling,Bgy,,,,R," 1,113 ",
071211003,Boyo-an,Bgy,,,,R," 1,610 ",
071211004,Cadapdapan,Bgy,,,,R," 1,273 ",
071211005,Cambane,Bgy,,,,R, 416 ,
071211006,Can-olin,Bgy,,,,R," 2,155 ",
071211007,Canawa,Bgy,,,,R," 1,370 ",
071211008,Cogtong,Bgy,,,,R," 2,605 ",
071211009,La Union,Bgy,,,,R," 1,449 ",
071211010,Luan,Bgy,,,,R, 731 ,
071211011,Lungsoda-an,Bgy,,,,R," 1,499 ",
071211012,Mahangin,Bgy,,,,R, 891 ,
071211013,Pagahat,Bgy,,,,R, 430 ,
071211014,Panadtaran,Bgy,,,,R, 940 ,
071211015,Panas,Bgy,,,,R," 1,675 ",
071211016,Poblacion,Bgy,,,,R," 3,421 ",
071211017,San Isidro,Bgy,,,,R," 1,124 ",
071211018,Tambongan,Bgy,,,,R," 1,542 ",
071211019,Tawid,Bgy,,,,R," 1,090 ",
071211021,Tugas,Bgy,,,,R," 1,650 ",
071211022,Tubod,Bgy,Tres Rosas,,,R, 888 ,
071212000,Carmen,Mun,,,1st,," 46,306 ",
071212001,Alegria,Bgy,,,,R," 1,253 ",
071212002,Bicao,Bgy,,,,R," 2,546 ",
071212003,Buenavista,Bgy,,,,R," 2,605 ",
071212004,Buenos Aires,Bgy,,,,R," 1,407 ",
071212005,Calatrava,Bgy,,,,R," 1,974 ",
071212006,El Progreso,Bgy,,,,R, 890 ,
071212007,El Salvador,Bgy,,,,R, 566 ,
071212008,Guadalupe,Bgy,,,,R," 2,080 ",
071212009,Katipunan,Bgy,,,,R," 3,027 ",
071212010,La Libertad,Bgy,,,,R, 804 ,
071212011,La Paz,Bgy,,,,R," 1,480 ",
071212012,La Salvacion,Bgy,,,,R," 1,053 ",
071212013,La Victoria,Bgy,,,,R," 1,202 ",
071212014,Matin-ao,Bgy,,,,R, 882 ,
071212015,Montehermoso,Bgy,,,,R, 874 ,
071212016,Montesuerte,Bgy,,,,R," 2,670 ",
071212017,Montesunting,Bgy,,,,R, 915 ,
071212018,Montevideo,Bgy,,,,R," 1,295 ",
071212019,Nueva Fuerza,Bgy,,,,R," 2,433 ",
071212020,Nueva Vida Este,Bgy,,,,R, 884 ,
071212021,Nueva Vida Sur,Bgy,,,,R, 909 ,
071212022,Nueva Vida Norte,Bgy,,,,R, 967 ,
071212023,Poblacion Norte,Bgy,,,,R," 3,224 ",
071212024,Poblacion Sur,Bgy,,,,U," 3,279 ",
071212025,Tambo-an,Bgy,,,,R," 1,301 ",
071212026,Vallehermoso,Bgy,,,,R," 1,761 ",
071212027,Villaflor,Bgy,,,,R, 904 ,
071212028,Villafuerte,Bgy,,,,R," 1,231 ",
071212029,Villarcayo,Bgy,,,,R," 1,890 ",
071213000,Catigbian,Mun,,,4th,," 22,675 ",
071213001,Alegria,Bgy,,,,R," 1,248 ",
071213002,Ambuan,Bgy,,,,R," 1,150 ",
071213003,Baang,Bgy,,,,R," 1,442 ",
071213004,Bagtic,Bgy,,,,R," 1,055 ",
071213005,Bongbong,Bgy,,,,R, 565 ,
071213007,Cambailan,Bgy,,,,R, 759 ,
071213008,Candumayao,Bgy,,,,R," 1,600 ",
071213009,Kang-iras,Bgy,,,,R, 724 ,
071213011,Causwagan Norte,Bgy,,,,R," 1,763 ",
071213013,Hagbuaya,Bgy,,,,R, 906 ,
071213014,Haguilanan,Bgy,,,,R," 1,094 ",
071213015,Libertad Sur,Bgy,,,,R, 326 ,
071213016,Liboron,Bgy,,,,R, 954 ,
071213017,Mahayag Norte,Bgy,,,,R, 551 ,
071213018,Mahayag Sur,Bgy,,,,R, 277 ,
071213019,Maitum,Bgy,,,,R, 896 ,
071213020,Mantasida,Bgy,,,,R," 1,001 ",
071213021,Poblacion,Bgy,,,,R," 1,848 ",
071213022,Rizal,Bgy,,,,R, 700 ,
071213025,Sinakayanan,Bgy,,,,R, 913 ,
071213026,Triple Union,Bgy,,,,R," 1,149 ",
071213027,Poblacion Weste,Bgy,,,,R," 1,754 ",
071214000,Clarin,Mun,,,5th,," 20,301 ",
071214001,Bacani,Bgy,,,,R," 1,185 ",
071214002,Bogtongbod,Bgy,,,,R," 1,428 ",
071214003,Bonbon,Bgy,,,,R," 1,427 ",
071214004,Bontud,Bgy,,,,R, 497 ,
071214005,Buacao,Bgy,,,,R, 644 ,
071214006,Buangan,Bgy,,,,R, 824 ,
071214007,Cabog,Bgy,,,,R, 839 ,
071214008,Caboy,Bgy,,,,R, 569 ,
071214009,Caluwasan,Bgy,,,,R, 255 ,
071214010,Candajec,Bgy,,,,R," 1,061 ",
071214011,Cantoyoc,Bgy,,,,R, 346 ,
071214012,Comaang,Bgy,,,,R, 498 ,
071214013,Danahao,Bgy,,,,R, 693 ,
071214014,Katipunan,Bgy,,,,R, 301 ,
071214015,Lajog,Bgy,,,,R," 1,262 ",
071214016,Mataub,Bgy,,,,R, 632 ,
071214017,Nahawan,Bgy,,,,R," 2,202 ",
071214018,Poblacion Centro,Bgy,,,,R," 1,285 ",
071214019,Poblacion Norte,Bgy,,,,R, 831 ,
071214020,Poblacion Sur,Bgy,,,,R," 1,246 ",
071214021,Tangaran,Bgy,,,,R, 776 ,
071214022,Tontunan,Bgy,,,,R, 593 ,
071214023,Tubod,Bgy,,,,R, 484 ,
071214024,Villaflor,Bgy,,,,R, 423 ,
071215000,Corella,Mun,,,5th,," 8,479 ",
071215001,Anislag,Bgy,,,,R," 1,434 ",
071215002,Canangca-an,Bgy,,,,R, 952 ,
071215003,Canapnapan,Bgy,,,,R, 902 ,
071215004,Cancatac,Bgy,,,,R, 943 ,
071215005,Pandol,Bgy,,,,R, 713 ,
071215006,Poblacion,Bgy,,,,R," 1,260 ",
071215007,Sambog,Bgy,,,,R," 1,498 ",
071215008,Tanday,Bgy,,,,R, 777 ,
071216000,Cortes,Mun,,,5th,," 16,954 ",
071216001,De la Paz,Bgy,,,,R," 2,824 ",
071216002,Fatima,Bgy,,,,R," 1,105 ",
071216003,Loreto,Bgy,,,,R," 1,504 ",
071216004,Lourdes,Bgy,,,,R," 1,808 ",
071216005,Malayo Norte,Bgy,,,,R," 1,418 ",
071216006,Malayo Sur,Bgy,,,,R, 658 ,
071216007,Monserrat,Bgy,,,,R, 471 ,
071216008,New Lourdes,Bgy,,,,R, 977 ,
071216009,Patrocinio,Bgy,,,,R, 741 ,
071216010,Poblacion,Bgy,,,,R," 1,367 ",
071216011,Rosario,Bgy,,,,R, 734 ,
071216012,Salvador,Bgy,,,,R," 1,208 ",
071216013,San Roque,Bgy,,,,R," 1,091 ",
071216014,Upper de la Paz,Bgy,,,,R," 1,048 ",
071217000,Dagohoy,Mun,,,5th,," 19,158 ",
071217001,Babag,Bgy,,,,R," 1,278 ",
071217002,Can-oling,Bgy,,,,R, 985 ,
071217003,Candelaria,Bgy,,,,R," 1,057 ",
071217004,Estaca,Bgy,,,,R, 537 ,
071217005,Cagawasan,Bgy,,,,R, 948 ,
071217006,Cagawitan,Bgy,,,,R, 665 ,
071217007,Caluasan,Bgy,,,,R," 1,892 ",
071217008,La Esperanza,Bgy,,,,R, 997 ,
071217009,Mahayag,Bgy,,,,R, 987 ,
071217010,Malitbog,Bgy,,,,R," 1,633 ",
071217011,Poblacion,Bgy,,,,R," 2,692 ",
071217012,San Miguel,Bgy,,,,R," 2,754 ",
071217013,San Vicente,Bgy,,,,R," 1,386 ",
071217014,Santa Cruz,Bgy,,,,R, 891 ,
071217015,Villa Aurora,Bgy,,,,R, 456 ,
071218000,Danao,Mun,,,4th*,," 17,890 ",
071218001,Cabatuan,Bgy,,,,R," 1,428 ",
071218002,Cantubod,Bgy,,,,R," 1,061 ",
071218003,Carbon,Bgy,,,,R, 384 ,
071218004,Concepcion,Bgy,,,,R," 1,566 ",
071218005,Dagohoy,Bgy,,,,R, 659 ,
071218006,Hibale,Bgy,,,,R, 843 ,
071218007,Magtangtang,Bgy,,,,R," 1,256 ",
071218008,Nahud,Bgy,,,,R, 966 ,
071218009,Poblacion,Bgy,,,,R," 3,434 ",
071218010,Remedios,Bgy,,,,R," 1,288 ",
071218011,San Carlos,Bgy,,,,R," 1,170 ",
071218012,San Miguel,Bgy,,,,R, 559 ,
071218013,Santa Fe,Bgy,,,,R, 567 ,
071218014,Santo Niño,Bgy,,,,R, 719 ,
071218015,Tabok,Bgy,,,,R, 946 ,
071218016,Taming,Bgy,,,,R, 932 ,
071218017,Villa Anunciado,Bgy,,,,R, 112 ,
071219000,Dauis,Mun,,,4th,," 45,663 ",
071219001,Biking,Bgy,,,,R," 3,428 ",
071219002,Bingag,Bgy,,,,U," 4,436 ",
071219003,San Isidro,Bgy,Canlongon,,,R," 1,330 ",
071219004,Catarman,Bgy,,,,R," 4,749 ",
071219005,Dao,Bgy,,,,R," 1,514 ",
071219006,Mayacabac,Bgy,,,,R," 3,934 ",
071219007,Poblacion,Bgy,,,,R," 3,074 ",
071219008,Songculan,Bgy,,,,R," 4,375 ",
071219009,Tabalong,Bgy,,,,U," 5,375 ",
071219010,Tinago,Bgy,,,,R," 2,753 ",
071219011,Totolan,Bgy,,,,U," 7,031 ",
071219012,Mariveles,Bgy,,,,R," 3,664 ",
071220000,Dimiao,Mun,,,4th,," 14,364 ",
071220001,Abihid,Bgy,,,,R, 343 ,
071220002,Alemania,Bgy,,,,R, 167 ,
071220003,Baguhan,Bgy,,,,R, 334 ,
071220004,Bakilid,Bgy,,,,R, 164 ,
071220005,Balbalan,Bgy,,,,R, 278 ,
071220006,Banban,Bgy,,,,R, 520 ,
071220007,Bauhugan,Bgy,,,,R, 316 ,
071220008,Bilisan,Bgy,,,,R, 164 ,
071220009,Cabagakian,Bgy,,,,R, 545 ,
071220010,Cabanbanan,Bgy,,,,R, 352 ,
071220011,Cadap-agan,Bgy,,,,R, 469 ,
071220012,Cambacol,Bgy,,,,R, 256 ,
071220013,Cambayaon,Bgy,,,,R, 415 ,
071220014,Canhayupon,Bgy,,,,R, 661 ,
071220015,Canlambong,Bgy,,,,R, 477 ,
071220016,Casingan,Bgy,,,,R, 199 ,
071220017,Catugasan,Bgy,,,,R, 267 ,
071220018,Datag,Bgy,,,,R, 241 ,
071220019,Guindaguitan,Bgy,,,,R, 437 ,
071220020,Guingoyuran,Bgy,,,,R, 514 ,
071220021,Ile,Bgy,,,,R, 254 ,
071220022,Lapsaon,Bgy,,,,R, 424 ,
071220023,Limokon Ilaod,Bgy,,,,R, 526 ,
071220024,Limokon Ilaya,Bgy,,,,R, 654 ,
071220025,Luyo,Bgy,,,,R, 836 ,
071220026,Malijao,Bgy,,,,R, 295 ,
071220027,Oac,Bgy,,,,R, 732 ,
071220028,Pagsa,Bgy,,,,R, 332 ,
071220029,Pangihawan,Bgy,,,,R, 187 ,
071220030,Sawang,Bgy,,,,R, 514 ,
071220031,Puangyuta,Bgy,,,,R, 312 ,
071220033,Tangohay,Bgy,,,,R, 671 ,
071220036,Taongon Cabatuan,Bgy,,,,R, 533 ,
071220037,Tawid Bitaog,Bgy,,,,R, 292 ,
071220038,Taongon Can-andam,Bgy,,,,R, 683 ,
071221000,Duero,Mun,,,4th,," 17,876 ",
071221001,Alejawan,Bgy,,,,R, 773 ,
071221002,Angilan,Bgy,,,,R, 514 ,
071221003,Anibongan,Bgy,,,,R, 479 ,
071221004,Bangwalog,Bgy,,,,R," 1,358 ",
071221005,Cansuhay,Bgy,,,,R, 789 ,
071221006,Danao,Bgy,,,,R, 646 ,
071221007,Duay,Bgy,,,,R, 482 ,
071221008,Guinsularan,Bgy,,,,R," 1,689 ",
071221009,Itum,Bgy,,,,R," 1,135 ",
071221010,Langkis,Bgy,,,,R, 980 ,
071221011,Lobogon,Bgy,,,,R," 1,338 ",
071221012,Madua Norte,Bgy,,,,R, 515 ,
071221013,Madua Sur,Bgy,,,,R, 731 ,
071221014,Mambool,Bgy,,,,R, 607 ,
071221015,Mawi,Bgy,,,,R, 523 ,
071221016,Payao,Bgy,,,,R, 639 ,
071221017,San Antonio (Pob.),Bgy,,,,U," 1,181 ",
071221018,San Isidro,Bgy,,,,R, 816 ,
071221019,San Pedro,Bgy,,,,R," 1,467 ",
071221020,Imelda,Bgy,,,,R, 603 ,
071221021,Taytay,Bgy,,,,R, 611 ,
071222000,Garcia Hernandez,Mun,,,4th,," 24,194 ",
071222001,Abijilan,Bgy,,,,R," 1,411 ",
071222002,Antipolo,Bgy,,,,R, 613 ,
071222003,Basiao,Bgy,,,,R, 532 ,
071222004,Cagwang,Bgy,,,,R, 351 ,
071222005,Calma,Bgy,,,,R, 759 ,
071222006,Cambuyo,Bgy,,,,R, 638 ,
071222007,Canayaon East,Bgy,,,,R, 925 ,
071222008,Canayaon West,Bgy,,,,R, 965 ,
071222009,Candanas,Bgy,,,,R, 765 ,
071222010,Candulao,Bgy,,,,R, 459 ,
071222011,Catmon,Bgy,,,,R, 277 ,
071222012,Cayam,Bgy,,,,R," 1,410 ",
071222013,Cupa,Bgy,,,,R, 218 ,
071222014,Datag,Bgy,,,,R," 1,268 ",
071222015,Estaca,Bgy,,,,R, 203 ,
071222016,Libertad,Bgy,,,,R, 436 ,
071222017,Lungsodaan East,Bgy,,,,R," 1,114 ",
071222018,Lungsodaan West,Bgy,,,,R," 1,105 ",
071222019,Malinao,Bgy,,,,R," 1,338 ",
071222020,Manaba,Bgy,,,,R," 1,723 ",
071222021,Pasong,Bgy,,,,R," 1,101 ",
071222022,Poblacion East,Bgy,,,,R," 1,370 ",
071222023,Poblacion West,Bgy,,,,R, 906 ,
071222024,Sacaon,Bgy,,,,R, 629 ,
071222025,Sampong,Bgy,,,,R, 243 ,
071222026,Tabuan,Bgy,,,,R," 1,318 ",
071222027,Togbongon,Bgy,,,,R, 324 ,
071222028,Ulbujan East,Bgy,,,,R, 690 ,
071222029,Ulbujan West,Bgy,,,,R, 831 ,
071222030,Victoria,Bgy,,,,R, 272 ,
071223000,Guindulman,Mun,,,4th,," 32,408 ",
071223001,Basdio,Bgy,,,,R," 1,887 ",
071223002,Bato,Bgy,,,,R," 1,262 ",
071223003,Bayong,Bgy,,,,R," 1,300 ",
071223004,Biabas,Bgy,,,,R," 1,314 ",
071223005,Bulawan,Bgy,,,,R," 1,008 ",
071223006,Cabantian,Bgy,,,,R," 1,549 ",
071223007,Canhaway,Bgy,,,,R," 3,071 ",
071223008,Cansiwang,Bgy,,,,R, 851 ,
071223009,Casbu,Bgy,,,,R, 960 ,
071223010,Catungawan Sur,Bgy,,,,R," 2,095 ",
071223011,Catungawan Norte,Bgy,,,,R, 977 ,
071223013,Guinacot,Bgy,,,,R," 1,828 ",
071223014,Guio-ang,Bgy,,,,R," 2,858 ",
071223016,Lombog,Bgy,,,,R," 1,956 ",
071223017,Mayuga,Bgy,,,,R," 2,448 ",
071223018,Sawang (Pob.),Bgy,,,,R," 1,837 ",
071223019,Tabajan (Pob.),Bgy,,,,R," 2,530 ",
071223021,Tabunok,Bgy,,,,R, 711 ,
071223022,Trinidad,Bgy,,,,R," 1,966 ",
071224000,Inabanga,Mun,,,3rd,," 45,880 ",
071224001,Anonang,Bgy,,,,R, 748 ,
071224002,Bahan,Bgy,,,,R, 651 ,
071224003,Badiang,Bgy,,,,R," 1,085 ",
071224005,Baguhan,Bgy,,,,R, 501 ,
071224007,Banahao,Bgy,,,,R, 760 ,
071224008,Baogo,Bgy,,,,R," 1,226 ",
071224009,Bugang,Bgy,,,,R, 810 ,
071224010,Cagawasan,Bgy,,,,R," 1,452 ",
071224011,Cagayan,Bgy,,,,R, 429 ,
071224012,Cambitoon,Bgy,,,,R," 1,132 ",
071224013,Canlinte,Bgy,,,,R, 276 ,
071224014,Cawayan,Bgy,,,,R, 969 ,
071224015,Cogon,Bgy,,,,R, 820 ,
071224016,Cuaming,Bgy,,,,R," 2,951 ",
071224017,Dagnawan,Bgy,,,,R, 630 ,
071224018,Dagohoy,Bgy,,,,R," 1,540 ",
071224019,Dait Sur,Bgy,,,,R, 778 ,
071224020,Datag,Bgy,,,,R, 661 ,
071224021,Fatima,Bgy,,,,R, 861 ,
071224022,Hambongan,Bgy,,,,R, 666 ,
071224023,Ilaud (Pob.),Bgy,,,,R, 861 ,
071224024,Ilaya,Bgy,,,,R, 414 ,
071224025,Ilihan,Bgy,,,,R, 414 ,
071224027,Lapacan Norte,Bgy,,,,R, 396 ,
071224028,Lapacan Sur,Bgy,,,,R," 1,187 ",
071224029,Lawis,Bgy,,,,R," 1,297 ",
071224030,Liloan Norte,Bgy,,,,R," 1,492 ",
071224031,Liloan Sur,Bgy,,,,R," 1,165 ",
071224032,Lomboy,Bgy,,,,R, 591 ,
071224033,Lonoy Cainsican,Bgy,,,,R, 696 ,
071224034,Lonoy Roma,Bgy,,,,R, 581 ,
071224035,Lutao,Bgy,,,,R," 1,199 ",
071224036,Luyo,Bgy,,,,R, 822 ,
071224037,Mabuhay,Bgy,,,,R, 449 ,
071224038,Maria Rosario,Bgy,,,,R, 764 ,
071224039,Nabuad,Bgy,,,,R," 1,998 ",
071224040,Napo,Bgy,,,,R, 728 ,
071224041,Ondol,Bgy,,,,R," 1,107 ",
071224042,Poblacion,Bgy,,,,R, 966 ,
071224043,Riverside,Bgy,,,,R,0 ,
071224044,Saa,Bgy,,,,R, 619 ,
071224045,San Isidro,Bgy,,,,R, 844 ,
071224046,San Jose,Bgy,,,,R," 2,116 ",
071224047,Santo Niño,Bgy,,,,R, 686 ,
071224048,Santo Rosario,Bgy,,,,R," 1,117 ",
071224049,Sua,Bgy,,,,R, 709 ,
071224050,Tambook,Bgy,,,,R, 464 ,
071224051,Tungod,Bgy,,,,R," 1,184 ",
071224052,U-og,Bgy,,,,R, 957 ,
071224053,Ubujan,Bgy,,,,R," 1,111 ",
071225000,Jagna,Mun,,,3rd,," 33,892 ",
071225001,Alejawan,Bgy,,,,R, 817 ,
071225002,Balili,Bgy,,,,R," 1,233 ",
071225003,Boctol,Bgy,,,,R," 1,103 ",
071225004,Buyog,Bgy,,,,R, 344 ,
071225005,Bunga Ilaya,Bgy,,,,R, 994 ,
071225006,Bunga Mar,Bgy,,,,R," 1,459 ",
071225007,Cabunga-an,Bgy,,,,R," 1,344 ",
071225008,Calabacita,Bgy,,,,R," 1,419 ",
071225009,Cambugason,Bgy,,,,R," 1,071 ",
071225010,Can-ipol,Bgy,,,,R, 505 ,
071225011,Canjulao,Bgy,,,,U," 2,870 ",
071225012,Cantagay,Bgy,,,,R, 915 ,
071225013,Cantuyoc,Bgy,,,,R, 830 ,
071225014,Can-uba,Bgy,,,,R, 378 ,
071225015,Can-upao,Bgy,,,,U," 2,067 ",
071225016,Faraon,Bgy,,,,R, 581 ,
071225017,Ipil,Bgy,,,,R, 321 ,
071225018,Kinagbaan,Bgy,,,,R, 466 ,
071225019,Laca,Bgy,,,,R, 257 ,
071225020,Larapan,Bgy,,,,R, 778 ,
071225021,Lonoy,Bgy,,,,R," 1,286 ",
071225022,Looc,Bgy,,,,U, 740 ,
071225023,Malbog,Bgy,,,,R," 1,078 ",
071225024,Mayana,Bgy,,,,R," 2,235 ",
071225025,Naatang,Bgy,,,,R, 583 ,
071225026,Nausok,Bgy,,,,R, 349 ,
071225027,Odiong,Bgy,,,,R, 979 ,
071225028,Pagina,Bgy,,,,U," 1,297 ",
071225029,Pangdan,Bgy,,,,R," 1,177 ",
071225030,Poblacion,Bgy,Pondol,,,R, 885 ,
071225031,Tejero,Bgy,,,,R," 1,440 ",
071225032,Tubod Mar,Bgy,,,,R, 538 ,
071225033,Tubod Monte,Bgy,,,,R," 1,553 ",
071226000,Getafe,Mun,,,3rd,," 30,955 ",
071226001,Alumar,Bgy,,,,R," 1,164 ",
071226002,Banacon,Bgy,,,,R," 1,298 ",
071226003,Buyog,Bgy,,,,R, 906 ,
071226004,Cabasakan,Bgy,,,,R," 1,179 ",
071226006,Campao Occidental,Bgy,,,,R, 484 ,
071226007,Campao Oriental,Bgy,,,,R," 1,034 ",
071226008,Cangmundo,Bgy,,,,R, 972 ,
071226009,Carlos P. Garcia,Bgy,,,,R, 994 ,
071226010,Corte Baud,Bgy,,,,R, 868 ,
071226011,Handumon,Bgy,,,,R," 1,172 ",
071226012,Jagoliao,Bgy,,,,R," 1,353 ",
071226013,Jandayan Norte,Bgy,,,,R, 963 ,
071226014,Jandayan Sur,Bgy,,,,R," 1,538 ",
071226015,Mahanay,Bgy,Mahanay Island,,,R, 538 ,
071226016,Nasingin,Bgy,,,,R," 2,045 ",
071226017,Pandanon,Bgy,,,,R," 2,228 ",
071226018,Poblacion,Bgy,,,,R," 2,695 ",
071226019,Saguise,Bgy,,,,R," 1,652 ",
071226020,Salog,Bgy,,,,R," 1,195 ",
071226021,San Jose,Bgy,,,,R," 1,729 ",
071226022,Santo Niño,Bgy,,,,R, 768 ,
071226023,Taytay,Bgy,,,,R," 1,536 ",
071226024,Tugas,Bgy,,,,R, 886 ,
071226025,Tulang,Bgy,,,,R," 1,758 ",
071227000,Lila,Mun,,,5th,," 12,257 ",
071227001,Banban,Bgy,,,,R, 967 ,
071227002,Bonkokan Ilaya,Bgy,,,,R, 660 ,
071227003,Bonkokan Ubos,Bgy,,,,R, 788 ,
071227004,Calvario,Bgy,,,,R, 959 ,
071227005,Candulang,Bgy,,,,R, 384 ,
071227006,Catugasan,Bgy,,,,R, 408 ,
071227007,Cayupo,Bgy,,,,R, 223 ,
