Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 POPCEN)","POPULATION
(2015 POPCEN)",
071227008,Cogon,Bgy,,,,R, 480 ,
071227009,Jambawan,Bgy,,,,R, 605 ,
071227010,La Fortuna,Bgy,,,,R, 700 ,
071227011,Lomanoy,Bgy,,,,R, 591 ,
071227012,Macalingan,Bgy,,,,R, 568 ,
071227013,Malinao East,Bgy,,,,R, 842 ,
071227014,Malinao West,Bgy,,,,R, 230 ,
071227015,Nagsulay,Bgy,,,,R," 1,070 ",
071227016,Poblacion,Bgy,,,,R," 1,195 ",
071227017,Taug,Bgy,,,,R, 642 ,
071227018,Tiguis,Bgy,,,,R, 945 ,
071228000,Loay,Mun,,,5th,," 16,691 ",
071228001,Agape,Bgy,,,,R, 641 ,
071228002,Alegria Norte,Bgy,,,,R, 300 ,
071228003,Alegria Sur,Bgy,,,,R, 997 ,
071228004,Bonbon,Bgy,,,,R, 282 ,
071228005,Botoc Occidental,Bgy,,,,R, 619 ,
071228006,Botoc Oriental,Bgy,,,,R, 644 ,
071228007,Calvario,Bgy,,,,R, 828 ,
071228008,Concepcion,Bgy,,,,R, 691 ,
071228010,Hinawanan,Bgy,,,,R, 414 ,
071228011,Las Salinas Norte,Bgy,,,,R, 272 ,
071228012,Las Salinas Sur,Bgy,,,,R, 774 ,
071228013,Palo,Bgy,,,,R, 397 ,
071228014,Poblacion Ibabao,Bgy,,,,R," 1,231 ",
071228015,Poblacion Ubos,Bgy,,,,U, 700 ,
071228016,Sagnap,Bgy,,,,R, 506 ,
071228017,Tambangan,Bgy,,,,R, 778 ,
071228018,Tangcasan Norte,Bgy,,,,R, 729 ,
071228019,Tangcasan Sur,Bgy,,,,R, 846 ,
071228020,Tayong Occidental,Bgy,,,,R, 511 ,
071228021,Tayong Oriental,Bgy,,,,R, 963 ,
071228023,Tocdog Dacu,Bgy,,,,R, 677 ,
071228024,Tocdog Ilaya,Bgy,,,,R, 415 ,
071228025,Villalimpia,Bgy,,,,U," 1,697 ",
071228026,Yanangan,Bgy,,,,R, 779 ,
071229000,Loboc,Mun,,,4th,," 15,993 ",
071229001,Agape,Bgy,,,,R, 579 ,
071229002,Alegria,Bgy,,,,R, 586 ,
071229003,Bagumbayan,Bgy,,,,R, 610 ,
071229004,Bahian,Bgy,,,,R, 503 ,
071229005,Bonbon Lower,Bgy,,,,R, 235 ,
071229006,Bonbon Upper,Bgy,,,,R, 631 ,
071229007,Buenavista,Bgy,,,,R, 334 ,
071229008,Bugho,Bgy,,,,R, 565 ,
071229009,Cabadiangan,Bgy,,,,R, 260 ,
071229010,Calunasan Norte,Bgy,,,,R, 674 ,
071229011,Calunasan Sur,Bgy,,,,R, 392 ,
071229012,Camayaan,Bgy,,,,R," 1,011 ",
071229013,Cambance,Bgy,,,,R, 307 ,
071229014,Candabong,Bgy,,,,R, 728 ,
071229015,Candasag,Bgy,,,,R, 211 ,
071229016,Canlasid,Bgy,,,,R, 295 ,
071229017,Gon-ob,Bgy,,,,R, 271 ,
071229018,Gotozon,Bgy,,,,R, 870 ,
071229019,Jimilian,Bgy,,,,R," 1,170 ",
071229020,Oy,Bgy,,,,R," 1,302 ",
071229021,Poblacion Sawang,Bgy,,,,R, 598 ,
071229022,Poblacion Ondol,Bgy,,,,R, 796 ,
071229023,Quinoguitan,Bgy,,,,R, 502 ,
071229024,Taytay,Bgy,,,,R, 245 ,
071229025,Tigbao,Bgy,,,,R, 826 ,
071229026,Ugpong,Bgy,,,,R, 335 ,
071229027,Valladolid,Bgy,,,,R, 445 ,
071229028,Villaflor,Bgy,,,,R, 712 ,
071230000,Loon,Mun,,,2nd,," 43,034 ",
071230001,Agsoso,Bgy,,,,R, 298 ,
071230002,Badbad Occidental,Bgy,,,,R, 347 ,
071230003,Badbad Oriental,Bgy,,,,R, 471 ,
071230004,Bagacay Katipunan,Bgy,,,,R, 179 ,
071230005,Bagacay Kawayan,Bgy,,,,R, 373 ,
071230006,Bagacay Saong,Bgy,,,,R, 163 ,
071230007,Bahi,Bgy,,,,R, 446 ,
071230008,Basac,Bgy,,,,R," 1,490 ",
071230009,Basdacu,Bgy,,,,R, 912 ,
071230010,Basdio,Bgy,,,,R, 541 ,
071230011,Biasong,Bgy,,,,R, 323 ,
071230012,Bongco,Bgy,,,,R, 415 ,
071230013,Bugho,Bgy,,,,R, 243 ,
071230014,Cabacongan,Bgy,,,,R, 977 ,
071230015,Cabadug,Bgy,,,,R, 276 ,
071230016,Cabug,Bgy,,,,R, 213 ,
071230017,Calayugan Norte,Bgy,,,,R, 704 ,
071230018,Calayugan Sur,Bgy,,,,R, 503 ,
071230019,Canmaag,Bgy,,,,R, 405 ,
071230020,Cambaquiz,Bgy,,,,R, 828 ,
071230021,Campatud,Bgy,,,,R, 415 ,
071230022,Candaigan,Bgy,,,,R, 425 ,
071230023,Canhangdon Occidental,Bgy,,,,R, 836 ,
071230024,Canhangdon Oriental,Bgy,,,,R, 550 ,
071230025,Canigaan,Bgy,,,,R, 770 ,
071230026,Canmanoc,Bgy,,,,R, 289 ,
071230027,Cansuagwit,Bgy,,,,R, 356 ,
071230028,Cansubayon,Bgy,,,,R, 474 ,
071230029,Catagbacan Handig,Bgy,,,,R," 1,063 ",
071230030,Catagbacan Norte,Bgy,,,,R," 1,267 ",
071230031,Catagbacan Sur,Bgy,,,,R," 1,070 ",
071230032,Cantam-is Bago,Bgy,,,,R, 236 ,
071230033,Cantaongon,Bgy,,,,R," 1,010 ",
071230034,Cantumocad,Bgy,,,,R, 848 ,
071230035,Cantam-is Baslay,Bgy,,,,R, 371 ,
071230036,Cogon Norte (Pob.),Bgy,,,,R," 2,020 ",
071230037,Cogon Sur,Bgy,,,,R, 430 ,
071230038,Cuasi,Bgy,,,,R," 1,150 ",
071230039,Genomoan,Bgy,,,,R, 312 ,
071230040,Lintuan,Bgy,,,,R, 941 ,
071230041,Looc,Bgy,,,,R, 839 ,
071230042,Mocpoc Norte,Bgy,,,,R, 743 ,
071230043,Mocpoc Sur,Bgy,,,,R, 565 ,
071230044,Nagtuang,Bgy,,,,R, 578 ,
071230045,Napo (Pob.),Bgy,,,,R," 1,394 ",
071230046,Nueva Vida,Bgy,,,,R, 294 ,
071230047,Panangquilon,Bgy,,,,R, 453 ,
071230048,Pantudlan,Bgy,,,,R, 841 ,
071230049,Pig-ot,Bgy,,,,R, 694 ,
071230050,Moto Norte (Pob.),Bgy,,,,U," 1,285 ",
071230051,Moto Sur (Pob.),Bgy,,,,R," 1,283 ",
071230052,Pondol,Bgy,,,,R," 1,593 ",
071230053,Quinobcoban,Bgy,,,,R, 176 ,
071230054,Sondol,Bgy,,,,R, 692 ,
071230055,Song-on,Bgy,,,,R, 686 ,
071230056,Talisay,Bgy,,,,R," 1,178 ",
071230057,Tan-awan,Bgy,,,,R, 119 ,
071230058,Tangnan,Bgy,,,,R, 857 ,
071230059,Taytay,Bgy,,,,R, 323 ,
071230060,Ticugan,Bgy,,,,R, 381 ,
071230061,Tiwi,Bgy,,,,R, 144 ,
071230062,Tontonan,Bgy,,,,R, 696 ,
071230063,Tubodacu,Bgy,,,,R, 415 ,
071230064,Tubodio,Bgy,,,,R, 241 ,
071230065,Tubuan,Bgy,,,,R, 317 ,
071230066,Ubayon,Bgy,,,,R, 707 ,
071230067,Ubojan,Bgy,,,,R, 600 ,
071231000,Mabini,Mun,,,4th,," 27,171 ",
071231001,Abaca,Bgy,,,,R," 2,413 ",
071231002,Abad Santos,Bgy,,,,R, 567 ,
071231003,Aguipo,Bgy,,,,R," 1,231 ",
071231004,Concepcion,Bgy,Banlas,,,R," 1,215 ",
071231005,Baybayon,Bgy,,,,R," 1,314 ",
071231006,Bulawan,Bgy,,,,R, 533 ,
071231007,Cabidian,Bgy,,,,R, 903 ,
071231009,Cawayanan,Bgy,,,,R," 1,568 ",
071231010,Del Mar,Bgy,,,,R, 833 ,
071231011,Lungsoda-an,Bgy,,,,R," 1,081 ",
071231012,Marcelo,Bgy,,,,R, 918 ,
071231013,Minol,Bgy,,,,R," 1,399 ",
071231014,Paraiso,Bgy,,,,R, 821 ,
071231015,Poblacion I,Bgy,,,,R," 1,405 ",
071231016,Poblacion II,Bgy,,,,R," 1,675 ",
071231017,San Isidro,Bgy,,,,R," 1,638 ",
071231018,San Jose,Bgy,,,,R," 1,403 ",
071231019,San Rafael,Bgy,,,,R, 683 ,
071231020,San Roque,Bgy,Cabulao,,,R," 2,548 ",
071231021,Tambo,Bgy,,,,R, 874 ,
071231022,Tangkigan,Bgy,,,,R," 1,350 ",
071231023,Valaga,Bgy,,,,R, 799 ,
071232000,Maribojoc,Mun,,,4th,," 20,688 ",
071232001,San Roque,Bgy,Aghao,,,R," 1,256 ",
071232002,Agahay,Bgy,,,,R, 625 ,
071232003,Aliguay,Bgy,,,,R, 971 ,
071232004,Anislag,Bgy,,,,R, 988 ,
071232005,Bayacabac,Bgy,,,,R," 1,835 ",
071232006,Bood,Bgy,,,,R, 426 ,
071232007,Busao,Bgy,,,,R, 537 ,
071232008,Cabawan,Bgy,,,,R," 1,626 ",
071232009,Candavid,Bgy,,,,R, 498 ,
071232010,Dipatlong,Bgy,,,,R," 1,495 ",
071232011,Guiwanon,Bgy,,,,R, 532 ,
071232012,Jandig,Bgy,,,,R," 1,032 ",
071232013,Lagtangon,Bgy,,,,R, 232 ,
071232014,Lincod,Bgy,,,,R," 1,726 ",
071232015,Pagnitoan,Bgy,,,,R, 630 ,
071232016,Poblacion,Bgy,,,,R," 2,103 ",
071232017,Punsod,Bgy,,,,R, 657 ,
071232018,Punta Cruz,Bgy,,,,R, 737 ,
071232019,San Isidro,Bgy,,,,R, 605 ,
071232020,San Vicente,Bgy,,,,R," 1,097 ",
071232021,Tinibgan,Bgy,,,,R, 576 ,
071232022,Toril,Bgy,,,,R, 504 ,
071233000,Panglao,Mun,,,4th,," 33,553 ",
071233001,Bil-isan,Bgy,,,,R," 3,649 ",
071233002,Bolod,Bgy,,,,U," 1,906 ",
071233003,Danao,Bgy,,,,U," 4,935 ",
071233004,Doljo,Bgy,,,,U," 3,417 ",
071233005,Libaong,Bgy,,,,R," 2,132 ",
071233006,Looc,Bgy,,,,R," 2,543 ",
071233007,Lourdes,Bgy,,,,R," 1,544 ",
071233008,Poblacion,Bgy,,,,U," 5,305 ",
071233009,Tangnan,Bgy,,,,R," 3,645 ",
071233010,Tawala,Bgy,,,,U," 4,477 ",
071234000,Pilar,Mun,,,4th,," 27,256 ",
071234001,Aurora,Bgy,,,,R, 431 ,
071234002,Bagacay,Bgy,,,,R, 862 ,
071234003,Bagumbayan,Bgy,,,,R," 1,908 ",
071234004,Bayong,Bgy,,,,R," 1,432 ",
071234005,Buenasuerte,Bgy,,,,R," 1,894 ",
071234006,Cagawasan,Bgy,,,,R," 1,079 ",
071234007,Cansungay,Bgy,,,,R, 820 ,
071234008,Catagda-an,Bgy,,,,R," 1,492 ",
071234009,Del Pilar,Bgy,,,,R, 898 ,
071234010,Estaca,Bgy,,,,R," 2,924 ",
071234011,Ilaud,Bgy,,,,R, 764 ,
071234012,Inaghuban,Bgy,,,,R," 1,062 ",
071234013,La Suerte,Bgy,,,,R, 726 ,
071234014,Lumbay,Bgy,,,,R," 1,212 ",
071234015,Lundag,Bgy,,,,R, 789 ,
071234016,Pamacsalan,Bgy,,,,R, 656 ,
071234017,Poblacion,Bgy,,,,R," 2,890 ",
071234018,Rizal,Bgy,,,,R," 1,425 ",
071234019,San Carlos,Bgy,,,,R, 679 ,
071234020,San Isidro,Bgy,,,,R," 2,506 ",
071234021,San Vicente,Bgy,,,,R, 807 ,
071235000,President Carlos P. Garcia,Mun,Pitogo,,4th,," 23,356 ",
071235001,Aguining,Bgy,,,,R," 2,175 ",
071235003,Basiao,Bgy,,,,R, 898 ,
071235004,Baud,Bgy,,,,R, 633 ,
071235005,Bayog,Bgy,,,,R, 304 ,
071235006,Bogo,Bgy,,,,R," 1,128 ",
071235007,Bonbonon,Bgy,,,,R," 1,296 ",
071235008,Canmangao,Bgy,,,,R, 939 ,
071235009,Campamanog,Bgy,,,,R," 1,607 ",
071235010,Gaus,Bgy,,,,R," 1,202 ",
071235011,Kabangkalan,Bgy,,,,R, 456 ,
071235012,Lapinig,Bgy,,,,R, 896 ,
071235013,Lipata,Bgy,,,,R, 595 ,
071235014,Poblacion,Bgy,,,,R," 2,745 ",
071235015,Popoo,Bgy,,,,R, 985 ,
071235016,Saguise,Bgy,,,,R, 715 ,
071235017,San Jose,Bgy,Tawid,,,R," 1,186 ",
071235018,Santo Rosario,Bgy,,,,R, 322 ,
071235019,Tilmobo,Bgy,,,,R, 202 ,
071235020,Tugas,Bgy,,,,R, 723 ,
071235021,Tugnao,Bgy,,,,R," 1,311 ",
071235022,Villa Milagrosa,Bgy,,,,R," 1,422 ",
071235023,Butan,Bgy,,,,R, 569 ,
071235024,San Vicente,Bgy,,,,R," 1,047 ",
071236000,Sagbayan,Mun,Borja,,4th,," 22,339 ",
071236001,Calangahan,Bgy,,,,R, 957 ,
071236002,Canmano,Bgy,,,,R, 947 ,
071236003,Canmaya Centro,Bgy,,,,R," 1,448 ",
071236004,Canmaya Diot,Bgy,,,,R," 1,221 ",
071236005,Dagnawan,Bgy,,,,R, 842 ,
071236006,Kabasacan,Bgy,,,,R, 539 ,
071236007,Kagawasan,Bgy,,,,R, 376 ,
071236008,Katipunan,Bgy,,,,R, 591 ,
071236009,Langtad,Bgy,,,,R, 530 ,
071236010,Libertad Norte,Bgy,,,,R, 353 ,
071236011,Libertad Sur,Bgy,,,,R, 117 ,
071236012,Mantalongon,Bgy,,,,R, 952 ,
071236013,Poblacion,Bgy,,,,U," 4,154 ",
071236014,Sagbayan Sur,Bgy,,,,R," 1,170 ",
071236015,San Agustin,Bgy,,,,R," 1,037 ",
071236016,San Antonio,Bgy,,,,R, 966 ,
071236017,San Isidro,Bgy,,,,R, 882 ,
071236018,San Ramon,Bgy,,,,R, 563 ,
071236019,San Roque,Bgy,,,,R, 434 ,
071236020,San Vicente Norte,Bgy,,,,R, 789 ,
071236021,San Vicente Sur,Bgy,,,,R, 302 ,
071236022,Santa Catalina,Bgy,,,,R," 1,136 ",
071236023,Santa Cruz,Bgy,,,,R, 920 ,
071236024,Ubojan,Bgy,,,,R," 1,113 ",
071237000,San Isidro,Mun,,,5th*,," 8,744 ",
071237002,Abehilan,Bgy,,,,R, 620 ,
071237003,Baunos,Bgy,,,,R, 432 ,
071237005,Cabanugan,Bgy,,,,R, 949 ,
071237006,Caimbang,Bgy,,,,R, 638 ,
071237007,Cambansag,Bgy,,,,R, 718 ,
071237008,Candungao,Bgy,,,,R, 922 ,
071237009,Cansague Norte,Bgy,,,,R, 404 ,
071237010,Cansague Sur,Bgy,,,,R, 581 ,
071237011,Causwagan Sur,Bgy,,,,R, 580 ,
071237012,Masonoy,Bgy,,,,R, 473 ,
071237013,Poblacion,Bgy,,,,R," 2,135 ",
071237014,Baryong Daan,Bgy,,,,R, 292 ,
071238000,San Miguel,Mun,,,4th,," 24,135 ",
071238001,Bayongan,Bgy,,,,R," 2,281 ",
071238003,Bugang,Bgy,,,,R," 1,287 ",
071238004,Cabangahan,Bgy,,,,R, 671 ,
071238005,Kagawasan,Bgy,,,,R," 1,242 ",
071238006,Camanaga,Bgy,,,,R," 1,648 ",
071238007,Cambangay Norte,Bgy,,,,R," 1,635 ",
071238008,Capayas,Bgy,,,,R," 1,032 ",
071238009,Corazon,Bgy,,,,R," 2,037 ",
071238010,Garcia,Bgy,,,,R, 619 ,
071238011,Hagbuyo,Bgy,,,,R," 1,254 ",
071238012,Caluasan,Bgy,,,,R, 550 ,
071238013,Mahayag,Bgy,,,,R," 2,411 ",
071238014,Poblacion,Bgy,,,,R," 2,459 ",
071238015,San Isidro,Bgy,,,,R," 1,649 ",
071238016,San Jose,Bgy,,,,R, 823 ,
071238017,San Vicente,Bgy,,,,R, 750 ,
071238018,Santo Niño,Bgy,,,,R, 721 ,
071238019,Tomoc,Bgy,,,,R," 1,066 ",
071239000,Sevilla,Mun,,,5th,," 10,661 ",
071239001,Bayawahan,Bgy,,,,R, 886 ,
071239002,Cabancalan,Bgy,,,,R, 716 ,
071239003,Calinga-an,Bgy,,,,R, 636 ,
071239004,Calinginan Norte,Bgy,,,,R, 734 ,
071239005,Calinginan Sur,Bgy,,,,R, 593 ,
071239006,Cambagui,Bgy,,,,R," 1,082 ",
071239008,Ewon,Bgy,,,,R, 804 ,
071239009,Guinob-an,Bgy,,,,R, 683 ,
071239010,Lagtangan,Bgy,,,,R, 712 ,
071239011,Licolico,Bgy,,,,R, 871 ,
071239012,Lobgob,Bgy,,,,R, 797 ,
071239013,Magsaysay,Bgy,,,,R," 1,244 ",
071239014,Poblacion,Bgy,,,,R, 903 ,
071240000,Sierra Bullones,Mun,,,3rd,," 24,745 ",
071240001,Abachanan,Bgy,,,,R," 2,018 ",
071240002,Anibongan,Bgy,,,,R, 698 ,
071240003,Bugsoc,Bgy,,,,R," 2,542 ",
071240004,Canlangit,Bgy,,,,R," 1,423 ",
071240005,Canta-ub,Bgy,,,,R, 373 ,
071240006,Casilay,Bgy,,,,R, 385 ,
071240007,Danicop,Bgy,,,,R, 946 ,
071240008,Dusita,Bgy,,,,R, 621 ,
071240009,Cahayag,Bgy,,,,R, 479 ,
071240010,La Union,Bgy,,,,R, 644 ,
071240011,Lataban,Bgy,,,,R, 597 ,
071240012,Magsaysay,Bgy,,,,R, 591 ,
071240013,Matin-ao,Bgy,,,,R," 1,304 ",
071240014,Man-od,Bgy,,,,R," 1,134 ",
071240015,Poblacion,Bgy,,,,R," 2,782 ",
071240016,Salvador,Bgy,,,,R," 1,741 ",
071240017,San Agustin,Bgy,,,,R," 1,083 ",
071240018,San Isidro,Bgy,,,,R," 1,387 ",
071240019,San Jose,Bgy,,,,R, 888 ,
071240020,San Juan,Bgy,,,,R, 960 ,
071240021,Santa Cruz,Bgy,,,,R, 924 ,
071240022,Villa Garcia,Bgy,,,,R," 1,225 ",
071241000,Sikatuna,Mun,,,5th,," 6,726 ",
071241001,Abucay Norte,Bgy,,,,R, 516 ,
071241002,Abucay Sur,Bgy,,,,R, 666 ,
071241003,Badiang,Bgy,,,,R, 599 ,
071241004,Bahaybahay,Bgy,,,,R, 430 ,
071241005,Cambuac Norte,Bgy,,,,R, 688 ,
071241006,Cambuac Sur,Bgy,,,,R," 1,174 ",
071241007,Canagong,Bgy,,,,R, 635 ,
071241008,Libjo,Bgy,,,,R, 480 ,
071241009,Poblacion I,Bgy,,,,R," 1,141 ",
071241010,Poblacion II,Bgy,,,,R, 397 ,
071242000,City of Tagbilaran (Capital),City,,CC,3rd,," 105,051 ",
071242001,Bool,Bgy,,,,U," 6,132 ",
071242002,Booy,Bgy,,,,U," 9,838 ",
071242003,Cabawan,Bgy,,,,R," 1,734 ",
071242004,Cogon,Bgy,,,,U," 17,750 ",
071242005,Dao,Bgy,,,,U," 8,858 ",
071242006,Dampas,Bgy,,,,U," 9,838 ",
071242008,Manga,Bgy,,,,U," 7,224 ",
071242009,Mansasa,Bgy,,,,U," 6,069 ",
071242010,Poblacion I,Bgy,,,,U," 3,057 ",
071242011,Poblacion II,Bgy,,,,U," 5,431 ",
071242012,Poblacion III,Bgy,,,,U," 5,873 ",
071242013,San Isidro,Bgy,,,,U," 5,424 ",
071242014,Taloto,Bgy,,,,U," 7,367 ",
071242015,Tiptip,Bgy,,,,U," 4,882 ",
071242016,Ubujan,Bgy,,,,U," 5,574 ",
071243000,Talibon,Mun,,,1st,," 66,969 ",
071243001,Bagacay,Bgy,,,,R," 3,561 ",
071243002,Balintawak,Bgy,,,,R," 1,586 ",
071243006,Burgos,Bgy,,,,R," 1,022 ",
071243007,Busalian,Bgy,,,,R," 2,135 ",
071243008,Calituban,Bgy,,,,R," 4,145 ",
071243009,Cataban,Bgy,,,,R," 1,348 ",
071243010,Guindacpan,Bgy,,,,R," 2,216 ",
071243013,Magsaysay,Bgy,,,,R," 1,446 ",
071243014,Mahanay,Bgy,,,,R," 1,806 ",
071243017,Nocnocan,Bgy,,,,R," 1,913 ",
071243021,Poblacion,Bgy,,,,U," 4,333 ",
071243023,Rizal,Bgy,,,,R," 1,452 ",
071243024,Sag,Bgy,,,,R, 908 ,
071243026,San Agustin,Bgy,,,,R," 4,747 ",
071243027,San Carlos,Bgy,,,,R," 1,607 ",
071243028,San Francisco,Bgy,,,,U," 6,062 ",
071243029,San Isidro,Bgy,,,,R," 4,371 ",
071243030,San Jose,Bgy,,,,U," 6,151 ",
071243031,San Pedro,Bgy,,,,R," 1,670 ",
071243032,San Roque,Bgy,,,,R," 2,891 ",
071243033,Santo Niño,Bgy,,,,U," 4,060 ",
071243034,Sikatuna,Bgy,,,,R," 1,731 ",
071243035,Suba,Bgy,,,,R," 1,957 ",
071243036,Tanghaligue,Bgy,,,,R," 2,170 ",
071243038,Zamora,Bgy,,,,R," 1,681 ",
071244000,Trinidad,Mun,,,3rd,," 31,956 ",
071244001,Banlasan,Bgy,,,,R," 1,193 ",
071244002,Bongbong,Bgy,,,,R," 1,171 ",
071244003,Catoogan,Bgy,,,,R, 967 ,
071244004,Guinobatan,Bgy,,,,R," 2,038 ",
071244005,Hinlayagan Ilaud,Bgy,,,,R," 1,134 ",
071244006,Hinlayagan Ilaya,Bgy,,,,R," 2,175 ",
071244007,Kauswagan,Bgy,,,,R," 2,401 ",
071244008,Kinan-oan,Bgy,,,,R," 1,462 ",
071244009,La Union,Bgy,,,,R," 1,995 ",
071244010,La Victoria,Bgy,,,,R," 1,611 ",
071244012,Mabuhay Cabigohan,Bgy,,,,R," 1,211 ",
071244013,Mahagbu,Bgy,,,,R," 1,161 ",
071244014,Manuel M. Roxas,Bgy,,,,R," 1,138 ",
071244015,Poblacion,Bgy,,,,U," 3,576 ",
071244016,San Isidro,Bgy,,,,R, 501 ,
071244017,San Vicente,Bgy,,,,R," 1,958 ",
071244018,Santo Tomas,Bgy,,,,R," 1,100 ",
071244019,Soom,Bgy,,,,R," 1,991 ",
071244020,Tagum Norte,Bgy,,,,R," 1,614 ",
071244021,Tagum Sur,Bgy,,,,R," 1,559 ",
071245000,Tubigon,Mun,,,1st,," 45,893 ",
071245001,Bagongbanwa,Bgy,,,,R," 1,043 ",
071245002,Bunacan,Bgy,,,,R, 959 ,
071245003,Banlasan,Bgy,,,,R, 891 ,
071245004,Batasan,Bgy,Batasan Island,,,R, 852 ,
071245005,Bilangbilangan,Bgy,Bilangbilangan Island,,,R, 444 ,
071245006,Bosongon,Bgy,,,,R," 1,295 ",
071245007,Buenos Aires,Bgy,,,,R," 1,101 ",
071245008,Cabulihan,Bgy,,,,U," 2,477 ",
071245009,Cahayag,Bgy,,,,R," 1,243 ",
071245010,Cawayanan,Bgy,,,,R," 1,507 ",
071245011,Centro (Pob.),Bgy,,,,U," 2,471 ",
071245012,Genonocan,Bgy,,,,R, 688 ,
071245013,Guiwanon,Bgy,,,,R," 1,261 ",
071245014,Ilihan Norte,Bgy,,,,R," 1,384 ",
071245015,Ilihan Sur,Bgy,,,,R, 657 ,
071245016,Libertad,Bgy,,,,R," 1,178 ",
071245017,Macaas,Bgy,,,,U," 2,391 ",
071245018,Mocaboc Island,Bgy,,,,R, 624 ,
071245019,Matabao,Bgy,,,,R," 1,090 ",
071245020,Panadtaran,Bgy,,,,R, 864 ,
071245021,Panaytayon,Bgy,,,,R," 2,230 ",
071245022,Pandan,Bgy,,,,R," 1,214 ",
071245023,Pangapasan,Bgy,Pangapasan Island,,,R, 514 ,
071245024,Pinayagan Norte,Bgy,,,,U," 2,212 ",
071245025,Pinayagan Sur,Bgy,,,,R," 2,180 ",
071245026,Pooc Occidental (Pob.),Bgy,,,,R, 851 ,
071245027,Pooc Oriental (Pob.),Bgy,,,,U," 2,533 ",
071245028,Potohan,Bgy,,,,R," 2,137 ",
071245029,Talenceras,Bgy,,,,R, 821 ,
071245030,Tan-awan,Bgy,,,,R, 655 ,
071245031,Tinangnan,Bgy,,,,R," 2,909 ",
071245032,Ubay Island,Bgy,,,,R, 196 ,
071245033,Ubojan,Bgy,,,,R," 2,441 ",
071245034,Villanueva,Bgy,,,,R, 580 ,
071246000,Ubay,Mun,,,1st,," 73,712 ",
071246001,Achila,Bgy,,,,R," 1,429 ",
071246002,Bay-ang,Bgy,,,,R," 1,906 ",
071246004,Biabas,Bgy,,,,R," 2,599 ",
071246005,Benliw,Bgy,,,,R," 2,193 ",
071246007,Bongbong,Bgy,,,,R, 895 ,
071246008,Bood,Bgy,,,,R," 2,833 ",
071246009,Buenavista,Bgy,,,,R, 709 ,
071246011,Cagting,Bgy,,,,R," 1,712 ",
071246012,Camali-an,Bgy,,,,R, 642 ,
071246013,Camambugan,Bgy,,,,R," 2,591 ",
071246015,Casate,Bgy,,,,R," 2,661 ",
071246016,Katarungan,Bgy,,,,R," 1,680 ",
071246017,Cuya,Bgy,,,,R, 538 ,
071246018,Fatima,Bgy,,,,R," 3,340 ",
071246019,Gabi,Bgy,,,,R," 1,432 ",
071246020,Governor Boyles,Bgy,,,,R, 885 ,
071246021,Guintabo-an,Bgy,,,,R, 676 ,
071246022,Hambabauran,Bgy,,,,R," 1,205 ",
071246023,Humayhumay,Bgy,,,,R," 1,802 ",
071246024,Ilihan,Bgy,,,,R, 768 ,
071246025,Imelda,Bgy,,,,R," 1,865 ",
071246026,Juagdan,Bgy,,,,R," 1,185 ",
071246027,Calanggaman,Bgy,,,,R," 1,689 ",
071246030,Los Angeles,Bgy,,,,R, 601 ,
071246031,Lomangog,Bgy,,,,U," 2,650 ",
071246032,Pag-asa,Bgy,,,,R," 1,273 ",
071246033,Pangpang,Bgy,,,,R," 1,328 ",
071246034,Poblacion,Bgy,,,,U," 3,331 ",
071246037,San Francisco,Bgy,,,,R," 1,688 ",
071246038,San Isidro,Bgy,,,,R, 771 ,
071246040,San Pascual,Bgy,,,,R," 3,783 ",
071246041,San Vicente,Bgy,,,,R," 1,056 ",
071246043,Sentinila,Bgy,,,,R, 939 ,
071246044,Sinandigan,Bgy,,,,R," 2,242 ",
071246045,Tapal,Bgy,,,,R," 1,516 ",
071246046,Tapon,Bgy,,,,U," 2,828 ",
071246047,Tintinan,Bgy,,,,R, 707 ,
071246048,Tipolo,Bgy,,,,R," 2,526 ",
071246049,Tubog,Bgy,,,,R, 983 ,
071246050,Tuboran,Bgy,,,,R," 1,394 ",
071246052,Union,Bgy,,,,R," 2,392 ",
071246054,Villa Teresita,Bgy,,,,R," 1,482 ",
071246055,Bulilis,Bgy,,,,R," 2,046 ",
071246056,California,Bgy,,,,R, 941 ,
071247000,Valencia,Mun,,,4th,," 27,126 ",
071247001,Adlawan,Bgy,,,,R, 493 ,
071247002,Anas,Bgy,,,,R," 1,719 ",
071247003,Anonang,Bgy,,,,R, 888 ,
071247004,Anoyon,Bgy,,,,R, 596 ,
071247005,Balingasao,Bgy,,,,R, 497 ,
071247006,Botong,Bgy,,,,R, 583 ,
071247007,Buyog,Bgy,,,,R, 420 ,
071247008,Canduao Occidental,Bgy,,,,R, 797 ,
071247009,Canduao Oriental,Bgy,,,,R, 660 ,
071247010,Canlusong,Bgy,,,,R," 1,067 ",
071247011,Canmanico,Bgy,,,,R," 2,133 ",
071247012,Cansibao,Bgy,,,,R, 995 ,
071247013,Catug-a,Bgy,,,,R, 414 ,
071247014,Cutcutan,Bgy,,,,R, 904 ,
071247015,Danao,Bgy,,,,R, 616 ,
071247016,Genoveva,Bgy,,,,R, 541 ,
071247017,Ginopolan,Bgy,Ginopolan Proper,,,R, 772 ,
071247018,La Victoria,Bgy,,,,R, 984 ,
071247019,Lantang,Bgy,,,,R," 1,014 ",
071247020,Limocon,Bgy,,,,R, 311 ,
